id,budget,revenue
8871.0,123000000.0,345141403.0
435.0,125000000.0,544272402.0
955.0,125000000.0,546388105.0
2133.0,120000000.0,325756637.0
1979.0,130000000.0,289047763.0
87827.0,120000000.0,609016565.0
1250.0,110000000.0,228738393.0
324668.0,120000000.0,415484914.0
9471.0,120000000.0,259175788.0
70981.0,130000000.0,403170142.0
10996.0,120000000.0,169956806.0
68724.0,115000000.0,286140700.0
2789.0,105000000.0,115772733.0
97020.0,120000000.0,242688965.0
7459.0,120000000.0,93945766.0
42888.0,120000000.0,48668907.0
37834.0,117000000.0,261930431.0
75612.0,120000000.0,286168572.0
1895.0,113000000.0,850000000.0
1894.0,120000000.0,649398328.0
585.0,115000000.0,562816256.0
76170.0,120000000.0,415440673.0
1893.0,115000000.0,924317558.0
49519.0,135000000.0,585178928.0
2395.0,97250400.0,132900000.0
12100.0,115000000.0,77628265.0
290595.0,115000000.0,164602163.0
98566.0,125000000.0,477200000.0
49047.0,105000000.0,716392705.0
9619.0,116000000.0,178127760.0
308531.0,135000000.0,245623848.0
166424.0,120000000.0,167977596.0
1593.0,110000000.0,574480841.0
254128.0,110000000.0,470490832.0
714.0,110000000.0,333011068.0
2024.0,110000000.0,215294342.0
163.0,110000000.0,362744280.0
787.0,110000000.0,478207520.0
262500.0,110000000.0,295238201.0
2567.0,116000000.0,102000000.0
38745.0,112000000.0,237382724.0
40805.0,120000000.0,227817248.0
53182.0,110000000.0,337580051.0
41513.0,110000000.0,563749323.0
13700.0,110000000.0,103951461.0
262504.0,110000000.0,179246868.0
39254.0,110000000.0,299268508.0
77931.0,105000000.0,347434178.0
1639.0,160000000.0,164508066.0
80274.0,110000000.0,125537191.0
1571.0,110000000.0,383531464.0
120.0,93000000.0,871368364.0
10204.0,110000000.0,72178895.0
8489.0,107000000.0,87713825.0
2048.0,120000000.0,347234916.0
1495.0,130000000.0,211643158.0
10137.0,133000000.0,300135367.0
10198.0,105000000.0,267045765.0
286217.0,108000000.0,630161890.0
1635.0,126000000.0,162949164.0
24113.0,90000000.0,10372291.0
9679.0,90000000.0,237202299.0
98.0,103000000.0,457640427.0
180.0,102000000.0,358372926.0
672.0,100000000.0,876688482.0
36557.0,150000000.0,599045960.0
869.0,100000000.0,362211740.0
280.0,100000000.0,520000000.0
11322.0,80000000.0,214104620.0
4982.0,100000000.0,266465037.0
36955.0,115000000.0,378882411.0
18487.0,100000000.0,150166126.0
39451.0,100000000.0,310650585.0
27581.0,100000000.0,170432927.0
9268.0,100000000.0,242295562.0
68718.0,100000000.0,425368238.0
10545.0,100000000.0,100138851.0
11688.0,100000000.0,169327687.0
76163.0,100000000.0,312573423.0
2059.0,100000000.0,347451894.0
2486.0,100000000.0,249288105.0
16523.0,100000000.0,100086793.0
116711.0,100000000.0,268426634.0
37710.0,100000000.0,278731369.0
9946.0,100000000.0,211989043.0
1372.0,100000000.0,170877916.0
106646.0,100000000.0,392000694.0
414.0,100000000.0,336529144.0
563.0,105000000.0,121214377.0
83542.0,102000000.0,130482868.0
41216.0,80000000.0,140073390.0
314.0,100000000.0,82102379.0
184315.0,100000000.0,243400000.0
9016.0,140000000.0,109578115.0
18162.0,100000000.0,68688831.0
138103.0,90000000.0,206172544.0
257088.0,105000000.0,133718711.0
205775.0,100000000.0,93820758.0
11692.0,100000000.0,7103973.0
22972.0,100000000.0,94882889.0
227973.0,99000000.0,246233113.0
29193.0,10000000.0,13835130.0
1734.0,98000000.0,433013274.0
3131.0,100000000.0,193772504.0
76758.0,94000000.0,95311434.0
9408.0,85000000.0,149044513.0
9890.0,90000000.0,102000000.0
855.0,92000000.0,172989651.0
18.0,90000000.0,263920180.0
37786.0,100000000.0,288347692.0
10501.0,95000000.0,76432727.0
57800.0,95000000.0,877244782.0
150689.0,95000000.0,543514353.0
7980.0,65000000.0,93525586.0
12.0,94000000.0,940335536.0
122.0,94000000.0,1118888979.0
121.0,79000000.0,926287400.0
68737.0,95000000.0,114178613.0
1995.0,115000000.0,274703340.0
157353.0,100000000.0,103039258.0
331.0,93000000.0,368780809.0
61791.0,93000000.0,482860185.0
8204.0,90000000.0,162839667.0
47964.0,92000000.0,304654182.0
10733.0,145000000.0,25819961.0
9806.0,92000000.0,631442092.0
1408.0,98000000.0,10017322.0
32657.0,95000000.0,226497209.0
607.0,90000000.0,589390539.0
863.0,90000000.0,497366869.0
44048.0,100000000.0,167805466.0
5175.0,90000000.0,347325802.0
2655.0,100000000.0,155464351.0
22794.0,100000000.0,242988466.0
8355.0,90000000.0,886686817.0
116745.0,90000000.0,188133322.0
4327.0,92000000.0,264105545.0
1422.0,90000000.0,289847354.0
10674.0,90000000.0,304320254.0
7446.0,92000000.0,188072649.0
65754.0,90000000.0,232617430.0
1572.0,90000000.0,366101666.0
10528.0,90000000.0,524028679.0
271969.0,100000000.0,94061311.0
10865.0,120000000.0,186053725.0
2253.0,75000000.0,200276000.0
10661.0,90000000.0,201596308.0
257344.0,88000000.0,243637091.0
644.0,100000000.0,235926552.0
10756.0,90000000.0,182290266.0
686.0,90000000.0,171120329.0
9383.0,95000000.0,190213455.0
179.0,80000000.0,162944923.0
76285.0,90000000.0,174578751.0
1996.0,95000000.0,156505388.0
291805.0,90000000.0,334901337.0
10003.0,68000000.0,118063304.0
1535.0,92000000.0,143049560.0
2067.0,90000000.0,60874615.0
46195.0,90000000.0,484635760.0
2277.0,100000000.0,93700000.0
4477.0,90000000.0,140807547.0
8665.0,100000000.0,35168966.0
9387.0,20000000.0,79114085.0
921.0,88000000.0,108539911.0
49852.0,90000000.0,16178959.0
4464.0,87000000.0,148336445.0
664.0,92000000.0,494471524.0
8358.0,90000000.0,429632142.0
9836.0,100000000.0,384335608.0
2502.0,75000000.0,288500217.0
9772.0,85000000.0,315156409.0
161.0,85000000.0,450717150.0
52451.0,75000000.0,132274484.0
76492.0,85000000.0,358375603.0
4523.0,85000000.0,340487652.0
59961.0,85000000.0,208076205.0
10481.0,85000000.0,183611771.0
59108.0,75000000.0,152930623.0
1581.0,85000000.0,194168700.0
9798.0,90000000.0,250649836.0
22897.0,85000000.0,219103655.0
298.0,85000000.0,311312624.0
7484.0,85000000.0,197309027.0
157350.0,85000000.0,288747895.0
853.0,68000000.0,96976270.0
10159.0,85000000.0,80916492.0
9593.0,85000000.0,137298489.0
1904.0,85000000.0,162242962.0
9615.0,85000000.0,158468292.0
297.0,90000000.0,142940100.0
9884.0,85000000.0,78382433.0
62764.0,85000000.0,183018522.0
22538.0,60000000.0,47664559.0
9341.0,60000000.0,74208267.0
12107.0,84000000.0,123307945.0
9637.0,84000000.0,275650703.0
49049.0,50000000.0,41037742.0
9339.0,82500000.0,237681299.0
16281.0,8000000.0,21028755.0
39691.0,85000000.0,112483764.0
8247.0,85000000.0,222231186.0
11253.0,85000000.0,160388063.0
1949.0,65000000.0,84785914.0
8452.0,82000000.0,96085477.0
310.0,80000000.0,484572835.0
27578.0,80000000.0,274470394.0
954.0,80000000.0,457696359.0
70160.0,75000000.0,691210692.0
45243.0,80000000.0,254455986.0
364.0,80000000.0,280000000.0
7518.0,80000000.0,343397247.0
11544.0,80000000.0,145771527.0
9986.0,85000000.0,144000000.0
8656.0,75000000.0,140464664.0
9291.0,82000000.0,190320568.0
55301.0,75000000.0,342695435.0
109418.0,80000000.0,246984278.0
11665.0,80000000.0,230685453.0
6964.0,80000000.0,266728738.0
11324.0,80000000.0,294804195.0
12193.0,80000000.0,163733697.0
9928.0,75000000.0,260696994.0
754.0,80000000.0,245676146.0
10202.0,80000000.0,212874442.0
4147.0,80000000.0,181001478.0
50546.0,80000000.0,214918407.0
1701.0,75000000.0,224012234.0
13027.0,80000000.0,178066569.0
2289.0,79000000.0,173013509.0
20504.0,80000000.0,157107755.0
9574.0,80000000.0,177977226.0
11618.0,80000000.0,91188905.0
2300.0,80000000.0,250200000.0
10200.0,80000000.0,233093859.0
8834.0,75000000.0,136982834.0
228150.0,68000000.0,211817906.0
6068.0,70000000.0,164000000.0
41515.0,80000000.0,201584141.0
9023.0,80000000.0,122563539.0
38317.0,80000000.0,169852759.0
2157.0,80000000.0,136159423.0
14462.0,80000000.0,96105964.0
159824.0,80000000.0,473226958.0
49948.0,80000000.0,90874570.0
2135.0,80000000.0,123729176.0
9705.0,102000000.0,147080413.0
1656.0,75000000.0,142400065.0
12159.0,85000000.0,71485043.0
4442.0,88000000.0,105316267.0
75.0,70000000.0,101371017.0
19959.0,80000000.0,122444772.0
11973.0,80000000.0,34566746.0
11228.0,80000000.0,159212469.0
77951.0,80000000.0,126546518.0
5491.0,44000000.0,21400000.0
10715.0,80000000.0,68514844.0
10197.0,80000000.0,53825515.0
9562.0,80000000.0,19480739.0
9922.0,80000000.0,17626234.0
9447.0,90000000.0,69131860.0
274854.0,90000000.0,146936910.0
8870.0,80000000.0,33463969.0
9992.0,86000000.0,107944236.0
10077.0,80000000.0,5989640.0
76649.0,130000000.0,117831631.0
453.0,60000000.0,313542341.0
8587.0,45000000.0,788241776.0
72545.0,79000000.0,355692760.0
109451.0,78000000.0,248384621.0
9533.0,78000000.0,209196298.0
2023.0,100000000.0,108103450.0
71880.0,79000000.0,149673788.0
584.0,76000000.0,236350661.0
309809.0,64000000.0,97571250.0
4858.0,80000000.0,15071514.0
17711.0,76000000.0,35134820.0
328111.0,75000000.0,875958308.0
8698.0,78000000.0,179265204.0
93456.0,76000000.0,970761885.0
602.0,75000000.0,816969268.0
330.0,73000000.0,229074524.0
953.0,75000000.0,532680671.0
9693.0,76000000.0,69959751.0
36657.0,75000000.0,296339527.0
8909.0,75000000.0,258270008.0
9802.0,75000000.0,335062621.0
950.0,80000000.0,660940780.0
1824.0,75000000.0,196482882.0
2976.0,50000000.0,90450008.0
11026.0,80000000.0,78000586.0
75656.0,75000000.0,117698894.0
38365.0,80000000.0,271430189.0
594.0,60000000.0,219417255.0
15189.0,35000000.0,73034460.0
11678.0,75000000.0,215663859.0
6538.0,75000000.0,119000410.0
10555.0,75000000.0,367275019.0
1125.0,70000000.0,154937680.0
4551.0,53000000.0,95226116.0
612.0,70000000.0,130358911.0
9567.0,70000000.0,85632458.0
37821.0,75000000.0,98159963.0
203801.0,75000000.0,108145109.0
2539.0,80000000.0,55041367.0
9297.0,75000000.0,140175006.0
3172.0,75000000.0,67631903.0
6520.0,55000000.0,127600435.0
37958.0,75000000.0,226904017.0
2026.0,52000000.0,77944725.0
7450.0,75000000.0,36754634.0
11375.0,75000000.0,51142659.0
9425.0,75000000.0,14567883.0
23685.0,75000000.0,5409517.0
11866.0,45000000.0,21009180.0
9741.0,75000000.0,248118121.0
211672.0,74000000.0,1156730962.0
23629.0,82000000.0,89792502.0
8688.0,73000000.0,103891409.0
10153.0,75000000.0,13100000.0
153518.0,73000000.0,349779543.0
8676.0,70000000.0,111231041.0
20829.0,75000000.0,61458982.0
4349.0,70000000.0,86658558.0
9718.0,72500000.0,162966177.0
10808.0,70000000.0,176104344.0
197.0,72000000.0,210000000.0
25.0,72000000.0,96889998.0
35.0,75000000.0,527068851.0
11086.0,72000000.0,37317558.0
10477.0,94000000.0,54744738.0
1997.0,74500000.0,62172050.0
6947.0,60000000.0,256697520.0
3050.0,71000000.0,294456605.0
2675.0,72000000.0,408247917.0
809.0,150000000.0,919838758.0
920.0,120000000.0,461983149.0
4806.0,70000000.0,309457509.0
7451.0,70000000.0,277448382.0
228165.0,74000000.0,311594032.0
3595.0,80000000.0,309492681.0
16869.0,70000000.0,319131050.0
879.0,70000000.0,300854823.0
1573.0,70000000.0,240031094.0
9257.0,80000000.0,116643346.0
1903.0,68000000.0,203388341.0
9697.0,75000000.0,42285169.0
395.0,70000000.0,171183863.0
23398.0,75000000.0,443140005.0
10590.0,75000000.0,114660784.0
117263.0,70000000.0,161025640.0
200.0,70000000.0,118000000.0
44943.0,70000000.0,202466756.0
587.0,70000000.0,122919055.0
57212.0,66000000.0,177584879.0
152760.0,70000000.0,154984035.0
2756.0,70000000.0,90000098.0
33909.0,70000000.0,134748021.0
49017.0,70000000.0,215529201.0
9882.0,70000000.0,116672912.0
2270.0,70000000.0,135560026.0
978.0,70000000.0,131457682.0
44564.0,70000000.0,67112664.0
3132.0,70000000.0,65977295.0
8814.0,60000000.0,55987321.0
8427.0,70000000.0,33561137.0
52520.0,70000000.0,160112671.0
80585.0,75000000.0,59418613.0
10592.0,70000000.0,32287044.0
49021.0,66000000.0,57777106.0
10550.0,70000000.0,19924033.0
11258.0,70000000.0,19870567.0
12610.0,75000000.0,13596911.0
59981.0,70000000.0,18662027.0
201088.0,70000000.0,17752940.0
5137.0,70000000.0,57958696.0
3093.0,70000000.0,38629478.0
107846.0,50000000.0,122915111.0
188207.0,70000000.0,61279452.0
4614.0,68000000.0,193000000.0
24021.0,68000000.0,698491347.0
11371.0,68000000.0,71069884.0
20352.0,69000000.0,543513985.0
11517.0,60000000.0,35431113.0
214756.0,68000000.0,217022588.0
26428.0,70000000.0,39041505.0
9824.0,68000000.0,29762011.0
48988.0,36000000.0,83160734.0
9008.0,90000000.0,60289912.0
300673.0,80000000.0,52099090.0
12113.0,70000000.0,113280098.0
38778.0,69000000.0,86387857.0
72331.0,69000000.0,112265139.0
1844.0,66000000.0,212404396.0
846.0,66000000.0,189198313.0
9703.0,67000000.0,25303038.0
857.0,70000000.0,481840909.0
136797.0,66000000.0,203277636.0
3981.0,70000000.0,374111707.0
425.0,59000000.0,383257136.0
6171.0,68000000.0,75715436.0
72976.0,65000000.0,275293450.0
603.0,63000000.0,463517383.0
568.0,52000000.0,355237933.0
9021.0,65000000.0,172855065.0
82695.0,61000000.0,441809770.0
9489.0,65000000.0,250821495.0
12133.0,65000000.0,128107642.0
9342.0,95000000.0,250288523.0
41733.0,65000000.0,211780824.0
227306.0,65000000.0,163442937.0
5551.0,65000000.0,128884132.0
9350.0,70000000.0,255000211.0
9208.0,50000000.0,150270147.0
4244.0,65000000.0,69700000.0
1852.0,63000000.0,162945894.0
76493.0,65000000.0,179379533.0
345.0,65000000.0,162091208.0
196867.0,65000000.0,133821816.0
256591.0,50100000.0,153962963.0
59962.0,65000000.0,156974557.0
36648.0,65000000.0,128905366.0
1880.0,4200000.0,38376497.0
71679.0,65000000.0,240159255.0
10483.0,45000000.0,73762516.0
11412.0,65000000.0,89456761.0
6795.0,65000000.0,64321501.0
550.0,63000000.0,100853753.0
11170.0,65000000.0,43545364.0
9292.0,65000000.0,17218080.0
100241.0,65000000.0,71154592.0
257.0,50000000.0,42093706.0
9947.0,43000000.0,56681566.0
189.0,65000000.0,39407616.0
12618.0,64000000.0,74608570.0
253412.0,55000000.0,203427584.0
1427.0,50000000.0,132180323.0
818.0,63000000.0,296655431.0
16577.0,65000000.0,44091067.0
329.0,63000000.0,920100000.0
12160.0,63000000.0,25052000.0
9331.0,62000000.0,215887717.0
300168.0,65000000.0,121545703.0
9072.0,64000000.0,101595121.0
3536.0,62000000.0,127666415.0
9087.0,62000000.0,107879496.0
12177.0,62000000.0,41819064.0
12138.0,62000000.0,18720175.0
273248.0,44000000.0,155760117.0
50359.0,63000000.0,183953723.0
1271.0,65000000.0,422610419.0
693.0,80000000.0,516642939.0
14306.0,60000000.0,244082376.0
497.0,60000000.0,284600000.0
9982.0,150000000.0,314432665.0
210577.0,61000000.0,369330363.0
2501.0,60000000.0,214034224.0
710.0,58000000.0,352194034.0
2275.0,60000000.0,149705852.0
37165.0,60000000.0,264118201.0
9837.0,70000000.0,218613188.0
10708.0,60000000.0,164433867.0
136400.0,61000000.0,131940411.0
10992.0,60000000.0,93375151.0
9654.0,60000000.0,176070171.0
2642.0,60000000.0,93354918.0
8916.0,60000000.0,171757863.0
19899.0,70000000.0,171844840.0
2119.0,60000000.0,157920733.0
9641.0,60000000.0,129181830.0
294254.0,61000000.0,311256926.0
38167.0,60000000.0,204594016.0
39514.0,58000000.0,71664962.0
9563.0,55000000.0,100230832.0
547.0,60000000.0,186883563.0
1538.0,65000000.0,217764291.0
9334.0,60000000.0,165333180.0
11128.0,60000000.0,74541707.0
75780.0,60000000.0,218340595.0
8914.0,60000000.0,73648228.0
39538.0,60000000.0,137551594.0
14836.0,60000000.0,124596398.0
8645.0,60000000.0,163403799.0
9509.0,70000000.0,130293714.0
10067.0,50000000.0,61112916.0
9384.0,60000000.0,170268750.0
9279.0,60000000.0,129832389.0
1487.0,66000000.0,99318987.0
9422.0,70000000.0,56702901.0
77174.0,60000000.0,107139399.0
4824.0,60000000.0,159330280.0
9620.0,60000000.0,96269812.0
10199.0,60000000.0,50877145.0
3512.0,60000000.0,104324083.0
137094.0,60000000.0,50549107.0
274479.0,60000000.0,101134059.0
267860.0,60000000.0,205754447.0
8078.0,70000000.0,162000000.0
7485.0,61000000.0,95696996.0
170687.0,60000000.0,108255770.0
6435.0,75000000.0,46683377.0
137106.0,60000000.0,469160692.0
6278.0,60000000.0,43061982.0
82682.0,60000000.0,105200903.0
17610.0,60000000.0,62357900.0
22954.0,60000000.0,122233971.0
16995.0,60000000.0,87784194.0
16558.0,78146652.0,60000000.0
9849.0,65000000.0,36850101.0
5820.0,60000000.0,77920346.0
16866.0,70000000.0,104945765.0
201.0,60000000.0,67312826.0
11775.0,60000000.0,119940815.0
12201.0,80000000.0,74901339.0
11015.0,60000000.0,33956608.0
9932.0,60000000.0,55003135.0
13389.0,60000000.0,73174566.0
17332.0,60000000.0,31720158.0
4958.0,80000000.0,39459427.0
786.0,60000000.0,47383689.0
11679.0,60000000.0,71073932.0
38321.0,60000000.0,78309131.0
14411.0,60000000.0,26288320.0
8413.0,60000000.0,26673242.0
10052.0,60000000.0,52322400.0
9676.0,50000000.0,49111202.0
9664.0,60000000.0,17800000.0
2100.0,72000000.0,27642707.0
10384.0,90000000.0,14828081.0
137321.0,60000000.0,30800231.0
123553.0,60000000.0,90565421.0
11260.0,60000000.0,50650079.0
9009.0,30000000.0,25473093.0
2309.0,60000000.0,57490374.0
8285.0,60000000.0,39031337.0
210860.0,60000000.0,30418560.0
381902.0,68490000.0,193677158.0
13922.0,80000000.0,10166502.0
293660.0,58000000.0,783112979.0
190859.0,58800000.0,542307423.0
257445.0,58000000.0,158162788.0
9007.0,58000000.0,102854431.0
889.0,83000000.0,59468275.0
1370.0,63000000.0,189015611.0
4942.0,58000000.0,41299492.0
24438.0,58000000.0,85280250.0
116741.0,58000000.0,44000000.0
35791.0,60000000.0,300228084.0
72431.0,58000000.0,50365377.0
1813.0,57000000.0,152944660.0
87428.0,70000000.0,58058367.0
8840.0,57000000.0,115267375.0
10589.0,60000000.0,61347797.0
71676.0,57000000.0,149217355.0
1722.0,57000000.0,62112895.0
10022.0,56000000.0,113006880.0
11358.0,56000000.0,57223890.0
13.0,55000000.0,677945399.0
6477.0,60000000.0,361366633.0
1597.0,55000000.0,330444045.0
10530.0,55000000.0,346079773.0
1924.0,55000000.0,300218018.0
9327.0,54000000.0,128769345.0
8488.0,70000000.0,368100420.0
8273.0,55000000.0,231449203.0
109424.0,55000000.0,95000000.0
35056.0,55000000.0,152263880.0
8839.0,50000000.0,287928194.0
156022.0,55000000.0,192330738.0
7303.0,55000000.0,154906693.0
8963.0,53000000.0,157387195.0
1402.0,55000000.0,307077295.0
9315.0,55000000.0,223387299.0
8984.0,55000000.0,214015089.0
795.0,55000000.0,198685114.0
24.0,30000000.0,180949000.0
393.0,30000000.0,152159461.0
9618.0,55000000.0,63408614.0
9374.0,55000000.0,149022650.0
8584.0,55000000.0,56932305.0
2320.0,55000000.0,121969216.0
58224.0,55000000.0,187361754.0
1729.0,55000000.0,127906624.0
175574.0,55000000.0,110000000.0
8077.0,50000000.0,159773545.0
8818.0,55000000.0,141047179.0
8195.0,55000000.0,41610884.0
10586.0,50000000.0,75000000.0
116149.0,55000000.0,259207227.0
80035.0,68000000.0,68267862.0
10632.0,55000000.0,34234008.0
1792.0,55000000.0,33828318.0
72197.0,60000000.0,118338361.0
3580.0,55000000.0,113020255.0
12123.0,50000000.0,60209334.0
9566.0,55000000.0,18626419.0
9833.0,70000000.0,154648887.0
4517.0,55000000.0,74237563.0
8202.0,62000000.0,52304001.0
16072.0,56000000.0,12923936.0
34314.0,55000000.0,11466088.0
145220.0,50000000.0,80383290.0
14623.0,57000000.0,28283637.0
42297.0,55000000.0,89519773.0
802.0,2000000.0,9250000.0
10375.0,55000000.0,6416302.0
36586.0,54000000.0,155010032.0
11321.0,55000000.0,168167691.0
70074.0,55000000.0,9489829.0
242.0,54000000.0,136766062.0
9621.0,57000000.0,52034889.0
1819.0,54000000.0,130431368.0
8536.0,54000000.0,190458706.0
8046.0,54000000.0,7266209.0
1717.0,55000000.0,9450897.0
479.0,46000000.0,107196498.0
9444.0,53000000.0,139804348.0
824.0,52500000.0,179213434.0
11456.0,75000000.0,54249294.0
